0.049923392100720325,0.05,0.0498908871999398
0.0501729743970161,0.05,0.050075592253333245
0.049847130843518835,0.05,0.049938773695264026
0.0501729743970161,0.05,0.049801955137194806
0.049847130843518835,0.05,0.04991825091155364
0.05002045188261313,0.05,0.049925091839457106
0.05021457144639874,0.05,0.050102955964947085
0.04988179505133769,0.05,0.050089274109140165
0.04997192199166672,0.05,0.050102955964947085
0.050006586199485586,0.05,0.049788273281387886
0.049985787674794266,0.05,0.049938773695264026
0.050263101337345135,0.05,0.05038343400898898
0.05016604155545233,0.05,0.0500824331812367
0.050131377347633475,0.05,0.049925091839457106
0.049923392100720325,0.05,0.05009611503704362
0.04984019800195506,0.05,0.049952455551070946
0.04974313822006226,0.05,0.050191888027692075
0.04979166811100866,0.05,0.049760909569774046
0.050207638604834966,0.05,0.050041387613815935
0.04988872789290146,0.05,0.04999350111849171
